Employee ID;Employee Name;Gender;Age;Department;Job Role;Hire Date;Employment Status;Resignation Date;Education Level;Region;Monthly Salary;Salary Category;Bonus;Performance Score;Overtime Hours;Attendance Rate (%);Years at Company;Job Satisfaction
EMP004920;Employee_4920;Female;43;HR;HR Staff;11/10/2022;Active;;Master;Jakarta;Rp34.226.701,00;>Rp25 jt;Rp5.022.625,00;4,12;7;95,74;3,7;1
EMP004921;Employee_4921;Male;34;Customer Service;Call Center;04/02/2020;Active;;Diploma;Bandung;Rp20.842.990,00;Rp15 jt - Rp25 jt;Rp4.764.598,00;4,84;32;90,24;6,4;1
EMP004922;Employee_4922;Male;27;Logistics;Warehouse Staff;30/01/2022;Resigned;Missing Resignation Date;High School;Yogyakarta;Rp9.467.451,00;Rp5 jt - Rp10 jt;Rp3.925.677,00;3,33;44;79,16;4,4;5
EMP004923;Employee_4923;Male;36;IT;System Admin;27/01/2022;Active;;Bachelor;Semarang;Rp18.106.565,00;Rp15 jt - Rp25 jt;Rp2.401.588,00;0;34;83,84;4,4;4
EMP004924;Employee_4924;Male;22;IT;Data Analyst;02/02/2019;Active;;Master;Semarang;Rp27.626.874,00;>Rp25 jt;Rp1.668.474,00;4,16;33;88,16;7,4;1
EMP004925;Employee_4925;Female;45;IT;System Admin;02/03/2020;Resigned;04/11/2023;Diploma;Bandung;Rp12.993.726,00;Rp10 jt - Rp15 jt;Rp92.576,00;3,31;50;72,35;3,7;2
EMP004926;Employee_4926;Male;32;Customer Service;Customer Support;20/07/2025;Active;;High School;Medan;Rp17.820.756,00;Rp15 jt - Rp25 jt;Rp8.182.469,00;4,74;45;87,54;0,9;3
EMP004927;Employee_4927;Female;23;Sales;Sales Executive;17/09/2021;Active;;Master;Surabaya;Rp9.558.685,00;Rp5 jt - Rp10 jt;Rp8.881.872,00;4,84;4;74,29;4,8;5
EMP004928;Employee_4928;Male;26;Customer Service;Customer Support;10/09/2020;Active;;High School;Medan;Rp4.977.799,00;<Rp5 jt;Rp6.922.488,00;3,59;19;0;5,8;4
EMP004929;Employee_4929;Male;55;Finance;Accountant;18/12/2020;Resigned;17/03/2023;Master;Jakarta;Rp19.526.129,00;Rp15 jt - Rp25 jt;Rp9.828.798,00;4,97;52;82,89;2,2;2
EMP004930;Employee_4930;Female;28;Sales;Sales Executive;06/08/2022;Active;;Diploma;Surabaya;Rp27.625.670,00;>Rp25 jt;Rp4.178.246,00;2,73;10;84,24;3,9;3
EMP004931;Employee_4931;Female;31;Operations;Operations Manager;27/03/2024;Active;;Diploma;Yogyakarta;Rp19.253.247,00;Rp15 jt - Rp25 jt;Rp7.688.499,00;2,51;31;97,86;2,2;4
EMP004932;Employee_4932;Female;39;IT;System Admin;29/07/2021;Active;;Bachelor;Jakarta;Rp15.729.007,00;Rp15 jt - Rp25 jt;Rp5.381.351,00;3,44;6;84,27;4,9;4
EMP004933;Employee_4933;Male;21;Customer Service;Call Center;20/05/2018;Active;;Master;Medan;Rp29.140.018,00;>Rp25 jt;Rp3.709.332,00;2,82;24;70,75;8,1;4
EMP004934;Employee_4934;Female;46;IT;System Admin;17/06/2022;Active;;Diploma;Jakarta;Rp17.715.720,00;Rp15 jt - Rp25 jt;Rp4.656.752,00;3,21;38;79,18;4;3
EMP004935;Employee_4935;Male;35;IT;System Admin;07/10/2025;Active;;Master;Bandung;Rp32.912.645,00;>Rp25 jt;Rp1.891.938,00;3,94;27;98,97;0,7;3
EMP004936;Employee_4936;Male;50;Logistics;Supply Chain Analyst;20/08/2018;Active;;Diploma;Medan;Rp26.237.891,00;>Rp25 jt;Rp2.446.720,00;2,85;16;75,2;7,8;2
EMP004937;Employee_4937;Female;26;Customer Service;Customer Support;11/05/2020;Active;;Master;Bandung;Rp30.663.181,00;>Rp25 jt;Rp7.217.256,00;3;50;83,87;6,1;5
EMP004938;Employee_4938;Male;25;Marketing;Marketing Executive;31/05/2022;Active;;Diploma;Semarang;Rp30.076.443,00;>Rp25 jt;Rp5.575.231,00;4,9;58;98,98;4,1;1
EMP004939;Employee_4939;Female;53;IT;System Admin;11/07/2020;Active;;High School;Yogyakarta;Rp25.499.724,00;>Rp25 jt;Rp4.729.459,00;3,27;35;84,23;5,9;2
EMP004940;Employee_4940;Male;45;IT;System Admin;26/02/2021;Active;;High School;Yogyakarta;Rp29.575.854,00;>Rp25 jt;Rp6.755.030,00;3,12;33;70,83;5,3;5
EMP004941;Employee_4941;Male;26;Sales;Sales Executive;16/08/2022;Active;;High School;Medan;Rp24.807.410,00;Rp15 jt - Rp25 jt;Rp5.636.765,00;4,79;34;87,05;3,8;5
EMP004942;Employee_4942;Female;38;Finance;Financial Analyst;01/05/2022;Active;;Diploma;Bandung;Rp15.254.612,00;Rp15 jt - Rp25 jt;Rp314.453,00;4,62;11;89,74;4,1;1
EMP004943;Employee_4943;Female;22;Finance;Accountant;07/08/2023;Resigned;Missing Resignation Date;Bachelor;Jakarta;Rp30.166.141,00;>Rp25 jt;Rp4.099.414,00;2,59;53;79,09;2,9;1
EMP004944;Employee_4944;Female;43;Sales;Sales Executive;11/01/2020;Active;;Diploma;Medan;Rp27.799.084,00;>Rp25 jt;Rp5.190.741,00;4,32;4;98,34;6,4;1
EMP004945;Employee_4945;Male;30;Sales;Sales Manager;23/05/2022;Active;;High School;Yogyakarta;Rp26.192.557,00;>Rp25 jt;Rp4.841.076,00;4,81;10;90,09;4,1;4
EMP004946;Employee_4946;Female;36;IT;System Admin;03/01/2023;Active;;Diploma;Bandung;Rp34.954.445,00;>Rp25 jt;Rp6.678.373,00;4,99;51;92,52;3,5;4
EMP004947;Employee_4947;Male;54;IT;Software Engineer;16/09/2025;Active;;Diploma;Surabaya;Rp13.044.262,00;Rp10 jt - Rp15 jt;Rp2.717.335,00;2,75;13;78,87;0,8;5
EMP004948;Employee_4948;Female;21;Logistics;Supply Chain Analyst;24/12/2018;Active;;Diploma;Jakarta;Rp20.879.709,00;Rp15 jt - Rp25 jt;Rp9.266.686,00;2,64;46;79,92;7,5;4
EMP004949;Employee_4949;Male;22;Marketing;Marketing Executive;27/01/2023;Active;;Diploma;Yogyakarta;Rp31.621.599,00;>Rp25 jt;Rp8.174.105,00;3,25;34;92,19;3,4;1
EMP004950;Employee_4950;Female;38;Logistics;Supply Chain Analyst;05/02/2024;Active;;Master;Medan;Rp13.165.456,00;Rp10 jt - Rp15 jt;Rp740.865,00;4,84;52;81,5;2,4;4
EMP004951;Employee_4951;Female;24;Marketing;Marketing Executive;25/03/2018;Active;;Master;Semarang;Rp23.134.621,00;Rp15 jt - Rp25 jt;Rp744.434,00;0;18;86,55;8,2;3
EMP004952;Employee_4952;Female;22;Logistics;Warehouse Staff;30/10/2019;Active;;Bachelor;Bandung;Rp19.026.455,00;Rp15 jt - Rp25 jt;Rp2.276.466,00;3,5;32;87,91;6,6;1
EMP004953;Employee_4953;Female;55;IT;System Admin;26/02/2025;Active;;High School;Semarang;Rp30.546.197,00;>Rp25 jt;Rp4.513.502,00;3,41;2;83,52;1,3;5
EMP004954;Employee_4954;Male;31;Finance;Financial Analyst;01/09/2023;Active;;Master;Jakarta;Rp12.588.149,00;Rp10 jt - Rp15 jt;Rp5.948.040,00;2,8;48;70,26;2,8;4
EMP004955;Employee_4955;Male;25;IT;Data Analyst;01/08/2025;Active;;Diploma;Bandung;Rp12.813.084,00;Rp10 jt - Rp15 jt;Rp3.391.530,00;3,46;1;82,36;0,9;3
EMP004956;Employee_4956;Male;27;Sales;Sales Manager;14/01/2019;Active;;Master;Bandung;Rp27.404.785,00;>Rp25 jt;Rp4.617.961,00;3,81;32;71,75;7,4;5
EMP004957;Employee_4957;Male;32;Logistics;Supply Chain Analyst;05/12/2019;Active;;Bachelor;Surabaya;Rp4.470.252,00;<Rp5 jt;Rp4.213.301,00;2,5;56;99,47;6,5;3
EMP004958;Employee_4958;Female;49;Logistics;Warehouse Staff;26/04/2020;Active;;Diploma;Semarang;Rp28.155.044,00;>Rp25 jt;Rp8.457.620,00;4,64;44;90,23;6,1;5
EMP004959;Employee_4959;Male;45;HR;HR Manager;26/07/2021;Active;;High School;Jakarta;Rp32.562.424,00;>Rp25 jt;Rp9.807.483,00;2,92;38;99,31;4,9;5
EMP004960;Employee_4960;Male;58;IT;Data Analyst;27/01/2025;Resigned;Missing Resignation Date;Bachelor;Surabaya;Rp27.980.368,00;>Rp25 jt;Rp3.592.191,00;3,47;16;76,93;1,4;1
EMP004961;Employee_4961;Female;29;Customer Service;Call Center;14/10/2020;Active;;Diploma;Surabaya;Rp15.139.027,00;Rp15 jt - Rp25 jt;Rp4.721.165,00;2,68;36;95,2;5,7;1
EMP004962;Employee_4962;Male;53;IT;Software Engineer;19/10/2023;Active;;High School;Yogyakarta;Rp9.744.152,00;Rp5 jt - Rp10 jt;Rp3.008.224,00;3,61;20;90,49;2,7;2
EMP004963;Employee_4963;Female;54;IT;System Admin;11/02/2022;Active;;Diploma;Medan;Rp14.068.928,00;Rp10 jt - Rp15 jt;Rp6.313.635,00;4,88;12;76,98;4,4;5
EMP004964;Employee_4964;Female;46;Operations;Operations Staff;24/12/2019;Active;;Bachelor;Medan;Rp16.778.838,00;Rp15 jt - Rp25 jt;Rp8.774.261,00;3,99;42;73,24;6,5;1
EMP004965;Employee_4965;Male;36;Finance;Accountant;13/04/2018;Active;;Bachelor;Jakarta;Rp13.489.938,00;Rp10 jt - Rp15 jt;Rp2.194.006,00;3,24;20;85,99;8,2;1
EMP004966;Employee_4966;Female;26;Sales;Sales Manager;24/01/2019;Active;;Diploma;Yogyakarta;Rp19.915.073,00;Rp15 jt - Rp25 jt;Rp5.695.237,00;4,92;22;89,16;7,4;1
EMP004967;Employee_4967;Male;21;IT;System Admin;08/07/2022;Active;;Master;Yogyakarta;Rp22.922.023,00;Rp15 jt - Rp25 jt;Rp5.147.300,00;2,58;36;90,58;3,9;4
EMP004968;Employee_4968;Female;22;Sales;Sales Manager;01/01/2020;Active;;Bachelor;Jakarta;Rp23.818.805,00;Rp15 jt - Rp25 jt;Rp200.429,00;4,51;27;89,18;6,5;2
EMP004969;Employee_4969;Female;29;Customer Service;Call Center;08/10/2021;Active;;Master;Surabaya;Rp32.934.744,00;>Rp25 jt;Rp4.294.600,00;4,7;37;93,72;4,7;3
EMP004970;Employee_4970;Female;34;Operations;Operations Manager;09/07/2018;Active;;High School;Semarang;Rp26.252.536,00;>Rp25 jt;Rp7.160.557,00;2,86;0;94,56;7,9;4
EMP004971;Employee_4971;Female;33;HR;HR Manager;11/01/2018;Active;;Bachelor;Yogyakarta;Rp23.156.904,00;Rp15 jt - Rp25 jt;Rp956.935,00;3,03;3;95,14;8,4;1
EMP004972;Employee_4972;Male;22;Customer Service;Customer Support;15/10/2020;Active;;Diploma;Medan;Rp31.475.455,00;>Rp25 jt;Rp8.489.877,00;2,65;11;95,49;5,7;2
EMP004973;Employee_4973;Female;49;HR;HR Manager;06/08/2020;Resigned;01/01/2023;Bachelor;Surabaya;Rp15.157.443,00;Rp15 jt - Rp25 jt;Rp7.274.325,00;3,21;25;81,25;2,4;4
EMP004974;Employee_4974;Male;30;Logistics;Supply Chain Analyst;17/02/2023;Active;;High School;Jakarta;Rp10.854.682,00;Rp10 jt - Rp15 jt;Rp142.373,00;0;37;95,63;3,3;3
EMP004975;Employee_4975;Female;45;HR;HR Staff;20/08/2019;Active;;Bachelor;Semarang;Rp7.074.738,00;Rp5 jt - Rp10 jt;Rp2.966.006,00;2,97;8;81,05;6,8;3
EMP004976;Employee_4976;Female;45;HR;HR Manager;07/07/2019;Active;;Bachelor;Semarang;Rp34.865.629,00;>Rp25 jt;Rp3.713.822,00;4,08;2;79,9;7;5
EMP004977;Employee_4977;Female;44;Marketing;Marketing Executive;14/07/2018;Active;;Diploma;Yogyakarta;Rp4.087.704,00;<Rp5 jt;Rp2.863.549,00;3,89;34;89,43;7,9;1
EMP004978;Employee_4978;Female;57;Sales;Sales Manager;14/06/2021;Active;;Diploma;Yogyakarta;Rp28.349.132,00;>Rp25 jt;Rp1.527.736,00;4,25;50;84,53;5;3
EMP004979;Employee_4979;Male;34;Logistics;Warehouse Staff;19/03/2025;Resigned;Missing Resignation Date;Diploma;Medan;Rp12.105.864,00;Rp10 jt - Rp15 jt;Rp4.804.178,00;4,6;54;84,45;1,2;2
EMP004980;Employee_4980;Female;58;Logistics;Warehouse Staff;24/02/2022;Active;;Master;Semarang;Rp12.100.605,00;Rp10 jt - Rp15 jt;Rp942.004,00;4,93;13;84,61;4,3;2
EMP004981;Employee_4981;Male;28;Marketing;Marketing Executive;17/08/2023;Resigned;Missing Resignation Date;High School;Yogyakarta;Rp14.123.197,00;Rp10 jt - Rp15 jt;Rp8.159.363,00;3,12;10;80,22;2,8;4
EMP004982;Employee_4982;Female;28;Operations;Operations Manager;16/05/2022;Active;;Master;Bandung;Rp16.447.236,00;Rp15 jt - Rp25 jt;Rp6.852.973,00;3,84;23;84,63;4,1;2
EMP004983;Employee_4983;Female;30;Operations;Operations Manager;24/02/2022;Active;;Master;Surabaya;Rp27.612.192,00;>Rp25 jt;Rp9.436.514,00;4,89;52;79,2;4,3;3
EMP004984;Employee_4984;Male;32;Finance;Accountant;19/10/2023;Active;;Diploma;Jakarta;Rp13.641.590,00;Rp10 jt - Rp15 jt;Rp2.521.238,00;3,55;38;80,37;2,7;5
EMP004985;Employee_4985;Female;56;IT;Software Engineer;12/09/2025;Active;;High School;Medan;Rp9.375.898,00;Rp5 jt - Rp10 jt;Rp5.197.253,00;4,03;34;76,44;0,8;3
EMP004986;Employee_4986;Male;28;Finance;Financial Analyst;02/10/2023;Resigned;23/11/2025;Bachelor;Medan;Rp5.482.375,00;Rp5 jt - Rp10 jt;Rp7.406.373,00;3,53;48;92,05;2,1;2
EMP004987;Employee_4987;Male;33;Finance;Financial Analyst;08/06/2021;Active;;Bachelor;Medan;Rp31.079.682,00;>Rp25 jt;Rp3.348.892,00;4,01;2;95,09;5;4
EMP004988;Employee_4988;Female;41;HR;HR Staff;06/09/2020;Active;;High School;Semarang;Rp12.031.025,00;Rp10 jt - Rp15 jt;Rp4.857.022,00;4,33;17;90,6;5,8;1
EMP004989;Employee_4989;Female;43;HR;Recruiter;11/10/2018;Resigned;10/12/2022;Diploma;Surabaya;Rp31.205.416,00;>Rp25 jt;Rp7.804.963,00;2,78;29;72,13;4,2;5
EMP004990;Employee_4990;Female;41;Customer Service;Call Center;30/07/2025;Active;;High School;Semarang;Rp23.771.478,00;Rp15 jt - Rp25 jt;Rp7.736.634,00;2,77;0;78,19;0,9;4
EMP004991;Employee_4991;Female;22;IT;System Admin;09/04/2020;Active;;High School;Medan;Rp24.344.388,00;Rp15 jt - Rp25 jt;Rp6.739.770,00;3,03;57;82,55;6,2;4
EMP004992;Employee_4992;Male;41;Sales;Sales Executive;05/07/2023;Active;;High School;Surabaya;Rp11.925.270,00;Rp10 jt - Rp15 jt;Rp7.409.046,00;3,28;52;80,73;3;5
EMP004993;Employee_4993;Female;39;Logistics;Warehouse Staff;25/01/2020;Resigned;03/02/2024;Master;Jakarta;Rp17.780.827,00;Rp15 jt - Rp25 jt;Rp664.640,00;2,63;18;91,6;4;4
EMP004994;Employee_4994;Male;28;IT;Data Analyst;16/11/2020;Active;;Diploma;Bandung;Rp31.125.792,00;>Rp25 jt;Rp2.804.554,00;3,53;23;80,76;5,6;5
EMP004995;Employee_4995;Male;38;Sales;Sales Executive;29/10/2021;Active;;Master;Surabaya;Rp33.568.428,00;>Rp25 jt;Rp7.872.849,00;4,27;57;75,78;4,6;2
EMP004996;Employee_4996;Female;50;Finance;Accountant;19/06/2025;Active;;Diploma;Yogyakarta;Rp6.813.726,00;Rp5 jt - Rp10 jt;Rp4.488.034,00;3,16;17;80,06;1;2
EMP004997;Employee_4997;Male;27;Sales;Sales Manager;12/06/2019;Resigned;30/03/2023;Master;Bandung;Rp32.892.645,00;>Rp25 jt;Rp8.974.734,00;4,1;60;92,85;3,8;1
EMP004998;Employee_4998;Female;28;IT;System Admin;24/07/2020;Resigned;15/12/2025;Diploma;Yogyakarta;Rp18.928.892,00;Rp15 jt - Rp25 jt;Rp6.639.250,00;3,4;31;96,24;5,4;2
EMP004999;Employee_4999;Male;40;Operations;Operations Staff;09/12/2024;Resigned;24/01/2026;Bachelor;Yogyakarta;Rp7.521.991,00;Rp5 jt - Rp10 jt;Rp7.276.932,00;3,42;35;0;1,1;2
EMP005000;Employee_5000;Male;45;Logistics;Supply Chain Analyst;14/08/2019;Active;;Bachelor;Semarang;Rp7.059.755,00;Rp5 jt - Rp10 jt;Rp5.950.859,00;4,73;46;94,56;6,8;1
EMP005001;Employee_5001;Female;50;Logistics;Supply Chain Analyst;05/10/2020;Active;;Bachelor;Medan;Rp4.189.182,00;<Rp5 jt;Rp2.851.794,00;2,78;33;71,04;5,7;1
EMP005002;Employee_5002;Female;31;Operations;Operations Manager;13/10/2020;Resigned;06/04/2024;Diploma;Surabaya;Rp16.136.881,00;Rp15 jt - Rp25 jt;Rp2.525.819,00;2,52;29;77,12;3,5;3
EMP005003;Employee_5003;Male;41;IT;System Admin;06/09/2024;Active;;Diploma;Semarang;Rp10.318.954,00;Rp10 jt - Rp15 jt;Rp9.155.909,00;4,78;45;87,06;1,8;2
EMP005004;Employee_5004;Male;35;Marketing;SEO Specialist;29/03/2025;Active;;High School;Surabaya;Rp28.202.275,00;>Rp25 jt;Rp5.259.627,00;3,28;22;0;1,2;2
EMP005005;Employee_5005;Male;57;Logistics;Warehouse Staff;31/01/2018;Active;;Bachelor;Medan;Rp34.455.723,00;>Rp25 jt;Rp5.659.647,00;4,73;40;88,84;8,4;5
EMP005006;Employee_5006;Female;44;Marketing;SEO Specialist;01/10/2022;Resigned;Missing Resignation Date;Diploma;Semarang;Rp27.368.347,00;>Rp25 jt;Rp1.489.891,00;3,6;60;73,35;3,7;2
EMP005007;Employee_5007;Male;46;Logistics;Supply Chain Analyst;24/03/2023;Active;;Bachelor;Yogyakarta;Rp31.644.367,00;>Rp25 jt;Rp2.003.165,00;2,88;48;78,39;3,2;3
EMP005008;Employee_5008;Female;55;Marketing;SEO Specialist;23/07/2018;Active;;Bachelor;Jakarta;Rp20.133.460,00;Rp15 jt - Rp25 jt;Rp309.238,00;3,67;35;89,82;7,9;1
EMP005009;Employee_5009;Male;23;Logistics;Supply Chain Analyst;16/05/2025;Active;;Diploma;Surabaya;Rp21.994.163,00;Rp15 jt - Rp25 jt;Rp5.446.771,00;3,43;44;77,74;1,1;2
EMP005010;Employee_5010;Male;28;Sales;Sales Executive;07/10/2021;Active;;Master;Surabaya;Rp25.574.510,00;>Rp25 jt;Rp438.872,00;3,37;23;99,3;4,7;5
EMP005011;Employee_5011;Female;24;Customer Service;Customer Support;20/10/2021;Resigned;18/10/2024;Bachelor;Medan;Rp30.364.281,00;>Rp25 jt;Rp9.533.243,00;4,78;58;98,06;3;3
EMP005012;Employee_5012;Female;53;Finance;Financial Analyst;26/09/2018;Active;;Diploma;Yogyakarta;Rp14.595.468,00;Rp10 jt - Rp15 jt;Rp4.110.402,00;2,56;35;76,46;7,7;5
EMP005013;Employee_5013;Male;42;IT;Data Analyst;11/09/2021;Active;;Diploma;Surabaya;Rp17.195.840,00;Rp15 jt - Rp25 jt;Rp8.117.663,00;3,95;51;81,33;4,8;5
EMP005014;Employee_5014;Male;26;Sales;Sales Executive;23/09/2020;Active;;Master;Bandung;Rp19.926.247,00;Rp15 jt - Rp25 jt;Rp8.107.490,00;4,18;36;94,65;5,7;5
EMP005015;Employee_5015;Male;27;Logistics;Supply Chain Analyst;08/02/2022;Resigned;Missing Resignation Date;High School;Semarang;Rp10.690.634,00;Rp10 jt - Rp15 jt;Rp2.690.474,00;3,38;45;95,85;4,4;5
EMP005016;Employee_5016;Male;48;Operations;Operations Manager;22/01/2019;Active;;High School;Medan;Rp19.897.442,00;Rp15 jt - Rp25 jt;Rp9.005.025,00;3,07;29;84,27;7,4;3
EMP005017;Employee_5017;Female;58;Customer Service;Customer Support;06/10/2024;Active;;Bachelor;Bandung;Rp25.675.578,00;>Rp25 jt;Rp2.207.751,00;3,31;15;79,23;1,7;4
EMP005018;Employee_5018;Male;42;Logistics;Supply Chain Analyst;30/08/2020;Resigned;11/06/2024;Diploma;Medan;Rp31.492.883,00;>Rp25 jt;Rp389.267,00;4,48;12;88,35;3,8;1
EMP005019;Employee_5019;Female;54;Finance;Financial Analyst;31/03/2021;Resigned;29/12/2024;Bachelor;Yogyakarta;Rp5.827.802,00;Rp5 jt - Rp10 jt;Rp960.336,00;2,77;1;78,06;3,8;2
EMP005020;Employee_5020;Male;37;Sales;Sales Executive;14/08/2021;Active;;High School;Surabaya;Rp31.576.524,00;>Rp25 jt;Rp2.067.634,00;4,72;16;83,17;4,8;1
EMP005021;Employee_5021;Female;51;Sales;Sales Manager;13/07/2019;Active;;Bachelor;Jakarta;Rp31.718.323,00;>Rp25 jt;Rp2.796.454,00;4,75;5;89,73;6,9;5
EMP005022;Employee_5022;Male;57;Customer Service;Customer Support;24/09/2025;Active;;Diploma;Medan;Rp19.517.711,00;Rp15 jt - Rp25 jt;Rp9.766.656,00;2,78;25;72,63;0,7;3
EMP005023;Employee_5023;Female;36;HR;HR Staff;18/02/2021;Active;;High School;Semarang;Rp25.348.254,00;>Rp25 jt;Rp8.474.487,00;3,61;57;92,22;5,3;3
EMP005024;Employee_5024;Male;57;Logistics;Warehouse Staff;02/11/2021;Active;;High School;Surabaya;Rp28.938.584,00;>Rp25 jt;Rp9.588.372,00;2,78;21;86,33;4,6;1
EMP005025;Employee_5025;Female;39;HR;HR Manager;22/01/2023;Active;;Master;Bandung;Rp31.947.517,00;>Rp25 jt;Rp6.167.296,00;2,91;45;71,17;3,4;1
EMP005026;Employee_5026;Male;35;IT;Software Engineer;17/08/2023;Active;;Bachelor;Semarang;Rp24.676.273,00;Rp15 jt - Rp25 jt;Rp3.606.342,00;2,63;19;72,97;2,8;5
EMP005027;Employee_5027;Male;49;HR;HR Staff;28/09/2020;Active;;Diploma;Semarang;Rp27.278.110,00;>Rp25 jt;Rp3.828.307,00;2,94;4;74,54;5,7;3
EMP005028;Employee_5028;Female;34;Operations;Operations Manager;01/02/2018;Active;;High School;Surabaya;Rp16.900.167,00;Rp15 jt - Rp25 jt;Rp8.485.131,00;3,73;6;72;8,4;4
EMP005029;Employee_5029;Male;55;IT;Data Analyst;05/11/2023;Active;;Master;Bandung;Rp11.798.476,00;Rp10 jt - Rp15 jt;Rp8.378.400,00;4,89;29;95,8;2,6;4
EMP005030;Employee_5030;Female;55;IT;Data Analyst;28/01/2020;Active;;Bachelor;Jakarta;Rp27.664.887,00;>Rp25 jt;Rp8.291.696,00;0;28;94,42;6,4;2
EMP005031;Employee_5031;Male;34;HR;Recruiter;17/08/2018;Active;;Bachelor;Yogyakarta;Rp32.582.263,00;>Rp25 jt;Rp8.523.233,00;3,35;22;75,8;7,8;4
EMP005032;Employee_5032;Female;49;IT;System Admin;10/06/2022;Active;;Diploma;Bandung;Rp19.176.748,00;Rp15 jt - Rp25 jt;Rp3.888.797,00;4,15;33;89,85;4;2
EMP005033;Employee_5033;Female;27;IT;Software Engineer;10/03/2022;Active;;Master;Medan;Rp17.161.490,00;Rp15 jt - Rp25 jt;Rp9.330.555,00;3,39;18;92,73;4,3;1
EMP005034;Employee_5034;Male;36;IT;System Admin;25/06/2019;Active;;Diploma;Medan;Rp23.624.075,00;Rp15 jt - Rp25 jt;Rp9.067.231,00;4,25;13;74,98;7;4
EMP005035;Employee_5035;Male;47;Sales;Sales Manager;02/02/2022;Active;;Diploma;Semarang;Rp19.536.040,00;Rp15 jt - Rp25 jt;Rp1.963.500,00;3,64;38;93,88;4,4;2
EMP005036;Employee_5036;Male;57;Customer Service;Call Center;19/05/2021;Active;;Bachelor;Medan;Rp22.439.856,00;Rp15 jt - Rp25 jt;Rp544.753,00;3,34;25;78,99;5,1;5
EMP005037;Employee_5037;Female;25;Operations;Operations Staff;15/10/2022;Active;;Bachelor;Yogyakarta;Rp12.455.706,00;Rp10 jt - Rp15 jt;Rp2.547.941,00;4,3;40;98,24;3,7;1
EMP005038;Employee_5038;Male;39;Sales;Sales Executive;09/10/2023;Resigned;11/04/2025;Diploma;Jakarta;Rp15.786.743,00;Rp15 jt - Rp25 jt;Rp2.681.373,00;4,04;51;94,29;1,5;3
EMP005039;Employee_5039;Female;48;HR;Recruiter;16/06/2023;Active;;Master;Medan;Rp32.376.229,00;>Rp25 jt;Rp8.271.520,00;3,51;57;78,51;3;3
EMP005040;Employee_5040;Male;33;Customer Service;Call Center;22/09/2022;Active;;High School;Semarang;Rp21.844.809,00;Rp15 jt - Rp25 jt;Rp9.078.610,00;4,44;21;92,36;3,7;4
EMP005041;Employee_5041;Female;50;Logistics;Warehouse Staff;03/05/2023;Active;;High School;Yogyakarta;Rp14.204.195,00;Rp10 jt - Rp15 jt;Rp1.018.601,00;2,85;29;97,89;3,1;4
EMP005042;Employee_5042;Male;28;Sales;Sales Executive;07/06/2021;Active;;High School;Surabaya;Rp18.290.003,00;Rp15 jt - Rp25 jt;Rp4.384.473,00;3,39;9;91,64;5;5
EMP005043;Employee_5043;Female;51;Sales;Sales Manager;09/09/2018;Active;;Diploma;Medan;Rp34.240.902,00;>Rp25 jt;Rp4.074.249,00;3,53;14;88,81;7,8;1
EMP005044;Employee_5044;Male;29;Marketing;Marketing Executive;23/07/2021;Active;;Bachelor;Bandung;Rp6.836.098,00;Rp5 jt - Rp10 jt;Rp4.589.167,00;2,61;4;89,02;4,9;5
EMP005045;Employee_5045;Male;50;Logistics;Warehouse Staff;19/08/2020;Active;;High School;Yogyakarta;Rp19.403.331,00;Rp15 jt - Rp25 jt;Rp1.329.037,00;3,59;55;96,03;5,8;4
EMP005046;Employee_5046;Female;54;IT;Data Analyst;23/03/2025;Active;;High School;Semarang;Rp7.260.889,00;Rp5 jt - Rp10 jt;Rp4.802.144,00;3,85;51;95,06;1,2;4
EMP005047;Employee_5047;Male;38;Marketing;SEO Specialist;28/03/2018;Active;;High School;Surabaya;Rp21.816.955,00;Rp15 jt - Rp25 jt;Rp5.526.242,00;3,08;53;91,27;8,2;1
EMP005048;Employee_5048;Male;25;Logistics;Warehouse Staff;19/01/2019;Resigned;08/03/2022;High School;Jakarta;Rp9.393.280,00;Rp5 jt - Rp10 jt;Rp1.829.511,00;4,96;22;82,98;3,1;4
EMP005049;Employee_5049;Male;37;Logistics;Warehouse Staff;27/05/2023;Resigned;Missing Resignation Date;Diploma;Jakarta;Rp21.632.313,00;Rp15 jt - Rp25 jt;Rp1.574.121,00;3,14;39;78,06;3,1;2
EMP005050;Employee_5050;Female;58;Customer Service;Call Center;06/08/2018;Active;;High School;Yogyakarta;Rp22.759.668,00;Rp15 jt - Rp25 jt;Rp7.424.921,00;2,83;35;76,56;7,9;4
EMP005051;Employee_5051;Male;48;Finance;Accountant;14/03/2019;Active;;Bachelor;Bandung;Rp16.440.151,00;Rp15 jt - Rp25 jt;Rp1.985.109,00;2,52;58;92,04;7,3;1
EMP005052;Employee_5052;Male;51;Operations;Operations Staff;11/06/2025;Active;;Diploma;Jakarta;Rp15.358.250,00;Rp15 jt - Rp25 jt;Rp7.228.749,00;3,63;10;81,47;1;2
EMP005053;Employee_5053;Male;28;Logistics;Supply Chain Analyst;13/03/2020;Active;;High School;Medan;Rp8.380.871,00;Rp5 jt - Rp10 jt;Rp5.711.703,00;4,61;46;72,28;6,3;2
EMP005054;Employee_5054;Female;34;Marketing;Marketing Executive;19/06/2022;Active;;Master;Jakarta;Rp8.717.631,00;Rp5 jt - Rp10 jt;Rp1.611.963,00;4,09;17;81,83;4;4
